Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4688943.447463116,2512949.0120003475,1.3024842909619765,0.6980413922223188
 08/03  02:00:00,4021952.4381063646,2294092.763473079,1.1172090105851014,0.6372479898536331
 08/03  03:00:00,3709219.036717747,2220207.22953521,1.0303386213104853,0.6167242304264472
 08/03  04:00:00,3499235.829437497,2165347.544008817,0.972009952621527,0.601485428891338
 08/03  05:00:00,3589070.0405338667,2316539.6208246574,0.9969639001482963,0.6434832280068493
 08/03  06:00:00,4112819.4423679374,2862156.0028344407,1.142449845102205,0.795043334120678
 08/03  07:00:00,6651036.071552485,3445295.487749608,1.8475100198756904,0.957026524374891
 08/03  08:00:00,6074720.010607407,3832454.012792962,1.6874222251687243,1.064570559109156
 08/03  09:00:00,8059179.929431377,3418967.9146824325,2.2386610915087157,0.949713309634009
 08/03  10:00:00,6917397.559350017,3275642.844506638,1.9214993220416716,0.9099007901407328
 08/03  11:00:00,9052167.27204153,3347535.636287194,2.514490908900425,0.9298710100797761
 08/03  12:00:00,7723334.652261706,3393831.179058136,2.1453707367393626,0.9427308830717044
 08/03  13:00:00,9765732.76664758,3331429.966215653,2.712703546290994,0.9253972128376814
 08/03  14:00:00,8653154.387637865,3265266.600238799,2.4036539965660735,0.9070185000663331
 08/03  15:00:00,10715115.299099747,3260172.5911784074,2.9764209164165965,0.9056034975495576
 08/03  16:00:00,9712519.622741578,3528580.74774197,2.697922117428216,0.9801613188172138
 08/03  17:00:00,10912434.401403785,4434438.774882606,3.031231778167718,1.2317885485785018
 08/03  18:00:00,13707341.706579603,5561955.818540111,3.8075949184943343,1.5449877273722532
 08/03  19:00:00,11488522.839909147,5961881.978253314,3.1912563444192075,1.6560783272925872
 08/03  20:00:00,12297311.169213954,5878958.06153572,3.4159197692260985,1.6330439059821444
 08/03  21:00:00,9897678.453904144,5806546.156386869,2.7493551260844846,1.6129294878852414
 08/03  22:00:00,8968435.320338301,5315932.545519552,2.491232033427306,1.4766479293109867
 08/03  23:00:00,9010725.905075315,4223630.251844768,2.5029794180764764,1.1732306255124356
 08/03  24:00:00,5786853.87551437,3260645.3952520285,1.607459409865103,0.9057348320144524
