Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4649514.108453572,2512949.0120003475,1.291531696792659,0.6980413922223188
 08/03  02:00:00,4073768.0563422847,2294092.763473079,1.1316022378728567,0.6372479898536331
 08/03  03:00:00,3816233.371870154,2220207.22953521,1.0600648255194873,0.6167242304264472
 08/03  04:00:00,3635406.79238922,2165347.544008817,1.0098352201081167,0.601485428891338
 08/03  05:00:00,3739890.739937106,2316539.6208246574,1.0388585388714184,0.6434832280068493
 08/03  06:00:00,4271226.790946934,2862156.0028344407,1.1864518863741484,0.795043334120678
 08/03  07:00:00,6759313.847862573,3445295.487749608,1.877587179961826,0.957026524374891
 08/03  08:00:00,6093787.984019019,3832454.012792962,1.6927188844497274,1.064570559109156
 08/03  09:00:00,7898260.403163968,3418967.9146824325,2.1939612231011023,0.949713309634009
 08/03  10:00:00,6573972.056172434,3275642.844506638,1.8261033489367873,0.9099007901407328
 08/03  11:00:00,8738798.518894937,3347535.636287194,2.4274440330263714,0.9298710100797761
 08/03  12:00:00,7207884.636850773,3393831.179058136,2.0021901769029924,0.9427308830717044
 08/03  13:00:00,9135709.428328069,3331429.966215653,2.5376970634244636,0.9253972128376814
 08/03  14:00:00,7879591.969635322,3265266.600238799,2.188775547120923,0.9070185000663331
 08/03  15:00:00,9827056.550534118,3260172.5911784074,2.7297379307039216,0.9056034975495576
 08/03  16:00:00,8725699.828003718,3528580.74774197,2.4238055077788103,0.9801613188172138
 08/03  17:00:00,9872118.218113553,4434438.774882606,2.742255060587098,1.2317885485785018
 08/03  18:00:00,12715015.532315187,5561955.818540111,3.5319487589764407,1.5449877273722532
 08/03  19:00:00,10601913.469948243,5961881.978253314,2.944975963874512,1.6560783272925872
 08/03  20:00:00,11456412.132809198,5878958.06153572,3.1823367035581103,1.6330439059821444
 08/03  21:00:00,9262910.44889544,5806546.156386869,2.573030680248733,1.6129294878852414
 08/03  22:00:00,8499742.15516082,5315932.545519552,2.361039487544672,1.4766479293109867
 08/03  23:00:00,8693638.710295837,4223630.251844768,2.4148996417488435,1.1732306255124356
 08/03  24:00:00,5626998.138265646,3260645.3952520285,1.563055038407124,0.9057348320144524
