Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,5122953.377009735,2512949.0120003475,1.4230426047249265,0.6980413922223188
 08/03  02:00:00,4954519.75681586,2294092.763473079,1.3762554880044056,0.6372479898536331
 08/03  03:00:00,4097141.6630760175,2220207.22953521,1.1380949064100048,0.6167242304264472
 08/03  04:00:00,3636472.311192113,2165347.544008817,1.0101311975533647,0.601485428891338
 08/03  05:00:00,3659840.138023082,2316539.6208246574,1.0166222605619673,0.6434832280068493
 08/03  06:00:00,4189923.892869449,2862156.002834441,1.1638677480192914,0.7950433341206781
 08/03  07:00:00,6791252.504680045,3445295.487749608,1.8864590290777903,0.957026524374891
 08/03  08:00:00,6262781.349323686,3832454.012792962,1.7396614859232462,1.064570559109156
 08/03  09:00:00,8210579.835536142,3418967.9146824325,2.2807166209822616,0.949713309634009
 08/03  10:00:00,6977688.683097703,3275642.844506638,1.9382468564160287,0.9099007901407328
 08/03  11:00:00,9086032.437400304,3347535.636287194,2.5238978992778622,0.9298710100797761
 08/03  12:00:00,7263928.356546506,3393831.179058136,2.017757876818474,0.9427308830717044
 08/03  13:00:00,9183352.736972447,3331429.966215653,2.5509313158256797,0.9253972128376814
 08/03  14:00:00,7952508.278762944,3265266.600238799,2.209030077434151,0.9070185000663331
 08/03  15:00:00,9847784.338476133,3260172.5911784074,2.7354956495767033,0.9056034975495576
 08/03  16:00:00,8663129.796031535,3528580.74774197,2.406424943342093,0.9801613188172138
 08/03  17:00:00,9899545.89625674,4434438.774882606,2.7498738600713164,1.2317885485785018
 08/03  18:00:00,12563804.669412645,5561955.818540111,3.4899457415035124,1.5449877273722532
 08/03  19:00:00,0.0,0.0,0.0,0.0
 08/03  20:00:00,0.0,0.0,0.0,0.0
 08/03  21:00:00,0.0,0.0,0.0,0.0
 08/03  22:00:00,1663769.8411645852,0.0,0.4621582892123848,0.0
 08/03  23:00:00,0.0,0.0,0.0,0.0
 08/03  24:00:00,0.0,0.0,0.0,0.0
