Time,Load,Year,Month,Day,Hour,Quarter,Day of week,Weekday,Day of year,Holiday,EV,Week,Base_load,dif,charging,occ
2018-08-01 12:00:00,0.9396001,2018,8,1,12,3,2,1.0,213,False,1,0,0.9396001,0.0,0.0,1.0
2018-08-01 13:00:00,5.8452,2018,8,1,13,3,2,1.0,213,False,1,0,5.8452,0.0,0.0,1.0
2018-08-01 14:00:00,7.6104,2018,8,1,14,3,2,1.0,213,False,1,0,1.4842332782581966,6.126166721741804,1.0,1.0
2018-08-01 15:00:00,7.6848,2018,8,1,15,3,2,1.0,213,False,1,0,1.669744759570487,6.015055240429513,1.0,1.0
2018-08-01 16:00:00,13.3704,2018,8,1,16,3,2,1.0,213,False,1,0,6.099954454935801,7.270445545064199,1.0,1.0
2018-08-01 17:00:00,13.662,2018,8,1,17,3,2,1.0,213,False,1,0,7.399780056694483,6.262219943305518,1.0,1.0
2018-08-01 18:00:00,13.8588,2018,8,1,18,3,2,1.0,213,False,1,0,7.076893213065906,6.781906786934094,1.0,1.0
2018-08-01 19:00:00,12.8268,2018,8,1,19,3,2,1.0,213,False,1,0,6.457427766841271,6.369372233158729,1.0,1.0
2018-08-01 20:00:00,8.484,2018,8,1,20,3,2,1.0,213,False,1,0,1.8321644919228408,6.651835508077159,1.0,1.0
2018-08-01 21:00:00,5.1654,2018,8,1,21,3,2,1.0,213,False,1,0,5.1654,0.0,0.0,1.0
2018-08-01 22:00:00,4.647,2018,8,1,22,3,2,1.0,213,False,1,0,4.647,0.0,0.0,1.0
2018-08-01 23:00:00,5.532,2018,8,1,23,3,2,1.0,213,False,1,0,5.532,0.0,0.0,1.0
2018-08-02 00:00:00,8.2986,2018,8,2,0,3,3,1.0,214,False,1,0,1.3727750517927897,6.925824948207211,1.0,1.0
2018-08-02 01:00:00,3.0696,2018,8,2,1,3,3,1.0,214,False,1,0,3.0696,0.0,0.0,1.0
2018-08-02 02:00:00,3.3336,2018,8,2,2,3,3,1.0,214,False,1,0,3.3336,0.0,0.0,1.0
2018-08-02 03:00:00,4.3164,2018,8,2,3,3,3,1.0,214,False,1,0,4.3164,0.0,0.0,1.0
2018-08-02 04:00:00,2.7036,2018,8,2,4,3,3,1.0,214,False,1,0,2.7036,0.0,0.0,1.0
2018-08-02 05:00:00,3.2244,2018,8,2,5,3,3,1.0,214,False,1,0,3.2244,0.0,0.0,1.0
2018-08-02 06:00:00,4.005,2018,8,2,6,3,3,1.0,214,False,1,0,4.005,0.0,0.0,1.0
2018-08-02 07:00:00,3.5316,2018,8,2,7,3,3,1.0,214,False,1,0,3.5316,0.0,0.0,1.0
2018-08-02 08:00:00,2.4168,2018,8,2,8,3,3,1.0,214,False,1,0,2.4168,0.0,0.0,1.0
2018-08-02 09:00:00,1.7694,2018,8,2,9,3,3,1.0,214,False,1,0,1.7694,0.0,0.0,1.0
2018-08-02 10:00:00,0.9348,2018,8,2,10,3,3,1.0,214,False,1,0,0.9348,0.0,0.0,0.0
2018-08-02 11:00:00,0.9414,2018,8,2,11,3,3,1.0,214,False,1,0,0.9414,0.0,0.0,0.0
