Time,Load,Year,Month,Day,Hour,Quarter,Day of week,Weekday,Day of year,Holiday,EV,Week,Base_load,dif,charging,occ
2018-08-01 12:00:00,4.4022,2018,8,1,12,3,2,1.0,213,False,1,0,4.4022,0.0,0.0,1.0
2018-08-01 13:00:00,4.6602,2018,8,1,13,3,2,1.0,213,False,1,0,4.6602,0.0,0.0,1.0
2018-08-01 14:00:00,4.8942,2018,8,1,14,3,2,1.0,213,False,1,0,4.8942,0.0,0.0,1.0
2018-08-01 15:00:00,5.2854,2018,8,1,15,3,2,1.0,213,False,1,0,5.2854,0.0,0.0,1.0
2018-08-01 16:00:00,4.8696,2018,8,1,16,3,2,1.0,213,False,1,0,4.8696,0.0,0.0,1.0
2018-08-01 17:00:00,4.317,2018,8,1,17,3,2,1.0,213,False,1,0,4.317,0.0,0.0,1.0
2018-08-01 18:00:00,4.1064,2018,8,1,18,3,2,1.0,213,False,1,0,4.1064,0.0,0.0,1.0
2018-08-01 19:00:00,4.4352,2018,8,1,19,3,2,1.0,213,False,1,0,4.4352,0.0,0.0,1.0
2018-08-01 20:00:00,4.1412,2018,8,1,20,3,2,1.0,213,False,1,0,4.1412,0.0,0.0,1.0
2018-08-01 21:00:00,4.6002,2018,8,1,21,3,2,1.0,213,False,1,0,4.6002,0.0,0.0,1.0
2018-08-01 22:00:00,10.431,2018,8,1,22,3,2,1.0,213,False,1,0,3.766576948420908,6.6644230515790905,1.0,1.0
2018-08-01 23:00:00,10.0152,2018,8,1,23,3,2,1.0,213,False,1,0,3.760820293827188,6.254379706172812,1.0,1.0
2018-08-02 00:00:00,10.0182,2018,8,2,0,3,3,1.0,214,False,1,0,3.6953880639336503,6.3228119360663495,1.0,1.0
2018-08-02 01:00:00,9.4338,2018,8,2,1,3,3,1.0,214,False,1,0,2.2093467700032177,7.224453229996782,1.0,1.0
2018-08-02 02:00:00,8.4612,2018,8,2,2,3,3,1.0,214,False,1,0,1.9877158438756428,6.473484156124357,1.0,1.0
2018-08-02 03:00:00,3.2958,2018,8,2,3,3,3,1.0,214,False,1,0,3.2958,0.0,0.0,1.0
2018-08-02 04:00:00,2.0166,2018,8,2,4,3,3,1.0,214,False,1,0,2.0166,0.0,0.0,1.0
2018-08-02 05:00:00,2.6946,2018,8,2,5,3,3,1.0,214,False,1,0,2.6946,0.0,0.0,1.0
2018-08-02 06:00:00,2.001,2018,8,2,6,3,3,1.0,214,False,1,0,2.001,0.0,0.0,1.0
2018-08-02 07:00:00,2.5398,2018,8,2,7,3,3,1.0,214,False,1,0,2.5398,0.0,0.0,0.0
2018-08-02 08:00:00,2.2104,2018,8,2,8,3,3,1.0,214,False,1,0,2.2104,0.0,0.0,0.0
2018-08-02 09:00:00,2.4708,2018,8,2,9,3,3,1.0,214,False,1,0,2.4708,0.0,0.0,0.0
2018-08-02 10:00:00,3.0036,2018,8,2,10,3,3,1.0,214,False,1,0,3.0036,0.0,0.0,0.0
2018-08-02 11:00:00,3.4722,2018,8,2,11,3,3,1.0,214,False,1,0,3.4722,0.0,0.0,1.0
