Time,Load,Year,Month,Day,Hour,Quarter,Day of week,Weekday,Day of year,Holiday,EV,Week,Base_load,dif,charging,occ
2018-08-01 12:00:00,4.5678,2018,8,1,12,3,2,1.0,213,False,1,0,4.5678,0.0,0.0,1.0
2018-08-01 13:00:00,7.8396,2018,8,1,13,3,2,1.0,213,False,1,0,1.0192463293492482,6.820353670650752,1.0,1.0
2018-08-01 14:00:00,8.049,2018,8,1,14,3,2,1.0,213,False,1,0,1.3920174696403569,6.656982530359643,1.0,1.0
2018-08-01 15:00:00,8.0634,2018,8,1,15,3,2,1.0,213,False,1,0,1.698632793836918,6.364767206163082,1.0,1.0
2018-08-01 16:00:00,8.6844,2018,8,1,16,3,2,1.0,213,False,1,0,2.141182605522018,6.543217394477982,1.0,1.0
2018-08-01 17:00:00,8.088,2018,8,1,17,3,2,1.0,213,False,1,0,1.6232051140767974,6.464794885923202,1.0,1.0
2018-08-01 18:00:00,9.4074,2018,8,1,18,3,2,1.0,213,False,1,0,2.7353967786265176,6.672003221373483,1.0,1.0
2018-08-01 19:00:00,8.017799,2018,8,1,19,3,2,1.0,213,False,1,0,0.8057340226628504,7.21206497733715,1.0,1.0
2018-08-01 20:00:00,8.1024,2018,8,1,20,3,2,1.0,213,False,1,0,1.15902980470785,6.943370195292149,1.0,1.0
2018-08-01 21:00:00,8.198999,2018,8,1,21,3,2,1.0,213,False,1,0,2.046174194795448,6.152824805204553,1.0,1.0
2018-08-01 22:00:00,5.9496,2018,8,1,22,3,2,1.0,213,False,1,0,5.9496,0.0,0.0,1.0
2018-08-01 23:00:00,13.1238,2018,8,1,23,3,2,1.0,213,False,1,0,5.82567706488919,7.2981229351108095,1.0,1.0
2018-08-02 00:00:00,17.0166,2018,8,2,0,3,3,1.0,214,False,1,0,10.67436871880736,6.342231281192641,1.0,1.0
2018-08-02 01:00:00,10.1808,2018,8,2,1,3,3,1.0,214,False,1,0,4.054478053114161,6.126321946885839,1.0,1.0
2018-08-02 02:00:00,5.838,2018,8,2,2,3,3,1.0,214,False,1,0,5.838,0.0,0.0,1.0
2018-08-02 03:00:00,4.3434,2018,8,2,3,3,3,1.0,214,False,1,0,4.3434,0.0,0.0,1.0
2018-08-02 04:00:00,4.6848,2018,8,2,4,3,3,1.0,214,False,1,0,4.6848,0.0,0.0,1.0
2018-08-02 05:00:00,4.0458,2018,8,2,5,3,3,1.0,214,False,1,0,4.0458,0.0,0.0,1.0
2018-08-02 06:00:00,3.8604,2018,8,2,6,3,3,1.0,214,False,1,0,3.8604,0.0,0.0,1.0
2018-08-02 07:00:00,3.747,2018,8,2,7,3,3,1.0,214,False,1,0,3.747,0.0,0.0,0.0
2018-08-02 08:00:00,3.5796,2018,8,2,8,3,3,1.0,214,False,1,0,3.5796,0.0,0.0,0.0
2018-08-02 09:00:00,3.6066,2018,8,2,9,3,3,1.0,214,False,1,0,3.6066,0.0,0.0,0.0
2018-08-02 10:00:00,4.647,2018,8,2,10,3,3,1.0,214,False,1,0,4.647,0.0,0.0,0.0
2018-08-02 11:00:00,6.0576,2018,8,2,11,3,3,1.0,214,False,1,0,6.0576,0.0,0.0,1.0
