Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4616309.334113573,2512949.0120003475,1.2823081483648813,0.6980413922223188
 08/03  02:00:00,4057562.443449439,2294092.763473079,1.1271006787359552,0.6372479898536331
 08/03  03:00:00,3816938.053110085,2220207.22953521,1.060260570308357,0.6167242304264472
 08/03  04:00:00,3581414.0166292265,2165347.544008817,0.9948372268414518,0.601485428891338
 08/03  05:00:00,3766558.6417842526,2316539.620824657,1.0462662893845147,0.6434832280068491
 08/03  06:00:00,4238744.729387953,2862156.0028344407,1.1774290914966536,0.795043334120678
 08/03  07:00:00,6724148.998255029,3445295.487749608,1.8678191661819525,0.957026524374891
 08/03  08:00:00,6051257.929915894,3832454.012792962,1.6809049805321927,1.064570559109156
 08/03  09:00:00,8009093.614981536,3418967.914682432,2.22474822638376,0.9497133096340089
 08/03  10:00:00,6632447.944262791,3275642.844506638,1.8423466511841087,0.9099007901407328
 08/03  11:00:00,8818177.599459369,3347535.6362871937,2.4494937776276022,0.929871010079776
 08/03  12:00:00,7377818.170491013,3393831.1790581355,2.0493939362475033,0.9427308830717043
 08/03  13:00:00,9311175.148083152,3331429.966215653,2.586437541134209,0.9253972128376814
 08/03  14:00:00,8113924.17151748,3265266.6002387987,2.2538678254215223,0.907018500066333
 08/03  15:00:00,9957504.103160229,3260172.5911784074,2.7659733619889524,0.9056034975495576
 08/03  16:00:00,8813544.73393564,3528580.7477419693,2.4482068705376774,0.9801613188172137
 08/03  17:00:00,9989799.28281152,4434438.774882606,2.7749442452254223,1.2317885485785018
 08/03  18:00:00,12729186.063547466,5561955.818540111,3.535885017652074,1.5449877273722532
 08/03  19:00:00,10519865.670363944,5961881.978253312,2.9221849084344287,1.6560783272925867
 08/03  20:00:00,11513072.777961489,5878958.06153572,3.198075771655969,1.6330439059821444
 08/03  21:00:00,9252302.792022668,5806546.156386869,2.5700841088951853,1.6129294878852414
 08/03  22:00:00,8491491.644764712,5315932.545519552,2.358747679101309,1.4766479293109867
 08/03  23:00:00,8626546.877713032,4223630.251844767,2.3962630215869534,1.1732306255124352
 08/03  24:00:00,5643215.169775099,3260645.3952520285,1.5675597693819718,0.9057348320144524
