Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4298630.305638449,2512949.0120003475,1.1940639737884582,0.6980413922223188
 08/03  02:00:00,3704241.470137009,2294092.763473079,1.028955963926947,0.6372479898536331
 08/03  03:00:00,3472149.018049133,2220207.22953521,0.9644858383469814,0.6167242304264472
 08/03  04:00:00,3338999.0099634165,2165347.544008817,0.9274997249898379,0.601485428891338
 08/03  05:00:00,3496078.114895017,2316539.6208246574,0.9711328096930603,0.6434832280068493
 08/03  06:00:00,4085151.719254059,2862156.0028344407,1.1347643664594609,0.795043334120678
 08/03  07:00:00,6527613.646960232,3445295.487749608,1.813226013044509,0.957026524374891
 08/03  08:00:00,5988776.408863072,3832454.012792962,1.6635490024619646,1.064570559109156
 08/03  09:00:00,7945206.413620368,3418967.9146824325,2.207001781561213,0.949713309634009
 08/03  10:00:00,6704309.92815646,3275642.844506638,1.8623083133767944,0.9099007901407328
 08/03  11:00:00,8848786.627604108,3347535.636287194,2.4579962854455855,0.9298710100797761
 08/03  12:00:00,7354419.981587144,3393831.179058136,2.0428944393297623,0.9427308830717044
 08/03  13:00:00,9240132.411237177,3331429.966215653,2.5667034475658825,0.9253972128376814
 08/03  14:00:00,7970159.418322961,3265266.600238799,2.213933171756378,0.9070185000663331
 08/03  15:00:00,9910322.974086491,3260172.5911784074,2.752867492801803,0.9056034975495576
 08/03  16:00:00,8770821.72890925,3528580.74774197,2.4363393691414585,0.9801613188172138
 08/03  17:00:00,9865456.171362702,4434438.774882606,2.740404492045195,1.2317885485785018
 08/03  18:00:00,12569590.877764769,5561955.818540111,3.491553021601325,1.5449877273722532
 08/03  19:00:00,0.0,0.0,0.0,0.0
 08/03  20:00:00,6078044.57596728,5878958.06153572,1.6883457155464667,1.6330439059821444
 08/03  21:00:00,11566326.363812491,5806546.156386869,3.212868434392359,1.6129294878852414
 08/03  22:00:00,9465735.218555927,5315932.545519552,2.629370894043313,1.4766479293109867
 08/03  23:00:00,8717814.878406726,4223630.251844768,2.421615244001868,1.1732306255124356
 08/03  24:00:00,5379403.747625242,3260645.3952520285,1.4942788187847895,0.9057348320144524
