Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4687206.195847213,2512949.0120003475,1.3020017210686703,0.6980413922223188
 08/03  02:00:00,4020439.206601722,2294092.763473079,1.1167886685004784,0.6372479898536331
 08/03  03:00:00,3707777.693427979,2220207.22953521,1.0299382481744386,0.6167242304264472
 08/03  04:00:00,3497912.794707924,2165347.544008817,0.9716424429744234,0.601485428891338
 08/03  05:00:00,3587918.1934288545,2316539.620824657,0.9966439426191263,0.6434832280068491
 08/03  06:00:00,4111861.2147750594,2862156.0028344407,1.14218367077085,0.795043334120678
 08/03  07:00:00,6639977.851448325,3445295.487749608,1.8444382920689792,0.957026524374891
 08/03  08:00:00,6050654.406307803,3832454.012792962,1.6807373350855006,1.064570559109156
 08/03  09:00:00,7963658.566399934,3418967.914682432,2.212127379555537,0.9497133096340089
 08/03  10:00:00,6839996.903929201,3275642.844506638,1.8999991399803335,0.9099007901407328
 08/03  11:00:00,9080584.396480476,3347535.6362871937,2.52238455457791,0.929871010079776
 08/03  12:00:00,7778981.954618128,3393831.1790581355,2.1608283207272576,0.9427308830717043
 08/03  13:00:00,9836805.174575351,3331429.966215653,2.7324458818264863,0.9253972128376814
 08/03  14:00:00,8716791.16077024,3265266.6002387987,2.4213308779917333,0.907018500066333
 08/03  15:00:00,10758821.67799893,3260172.5911784074,2.988561577221925,0.9056034975495576
 08/03  16:00:00,9733632.657988315,3528580.7477419693,2.7037868494411987,0.9801613188172137
 08/03  17:00:00,10910956.97261606,4434438.774882606,3.0308213812822387,1.2317885485785018
 08/03  18:00:00,13684317.223835548,5561955.818540111,3.801199228843208,1.5449877273722532
 08/03  19:00:00,11536781.77758202,5961881.978253312,3.2046616048838943,1.6560783272925867
 08/03  20:00:00,12289013.462361354,5878958.06153572,3.413614850655932,1.6330439059821444
 08/03  21:00:00,9894003.42791986,5806546.156386869,2.7483342855332946,1.6129294878852414
 08/03  22:00:00,8966243.57637137,5315932.545519552,2.490623215658714,1.4766479293109867
 08/03  23:00:00,9008496.62805979,4223630.251844767,2.5023601744610526,1.1732306255124352
 08/03  24:00:00,5785049.09080225,3260645.3952520285,1.606958080778403,0.9057348320144524
