Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,5049452.940528103,2512949.0120003475,1.402625816813362,0.6980413922223188
 08/03  02:00:00,4350984.025020269,2294092.763473079,1.2086066736167413,0.6372479898536331
 08/03  03:00:00,4034547.72780122,2220207.22953521,1.1207077021670055,0.6167242304264472
 08/03  04:00:00,3825321.7295010886,2165347.544008817,1.062589369305858,0.601485428891338
 08/03  05:00:00,3913696.302285452,2316539.620824657,1.0871378617459588,0.6434832280068491
 08/03  06:00:00,4432720.916650453,2862156.0028344407,1.231311365736237,0.795043334120678
 08/03  07:00:00,6925333.598458185,3445295.487749608,1.9237037773494958,0.957026524374891
 08/03  08:00:00,6235307.805575688,3832454.012792962,1.7320299459932467,1.064570559109156
 08/03  09:00:00,8037928.2511934,3418967.914682432,2.232757847553722,0.9497133096340089
 08/03  10:00:00,0.0,0.0,0.0,0.0
 08/03  11:00:00,0.0,0.0,0.0,0.0
 08/03  12:00:00,1662799.9526641062,0.0,0.4618888757400295,0.0
 08/03  13:00:00,142973.50476797295,0.0,0.03971486243554804,0.0
 08/03  14:00:00,850384.9331237238,0.0,0.2362180369788122,0.0
 08/03  15:00:00,1612232.3217653332,0.0,0.4478423116014814,0.0
 08/03  16:00:00,2296176.0170720243,0.0,0.6378266714088956,0.0
 08/03  17:00:00,4473337.7912626825,0.0,1.2425938309063007,0.0
 08/03  18:00:00,2813663.3711903137,0.0,0.781573158663976,0.0
 08/03  19:00:00,8809324.586362727,5961881.978253312,2.44703460732298,1.6560783272925867
 08/03  20:00:00,15395366.115952946,5878958.06153572,4.276490587764707,1.6330439059821444
 08/03  21:00:00,12715400.999971412,5806546.156386869,3.5320558333253924,1.6129294878852414
 08/03  22:00:00,12005283.487477852,5315932.545519552,3.334800968743848,1.4766479293109867
 08/03  23:00:00,8165797.920202774,4223630.251844767,2.268277200056326,1.1732306255124352
 08/03  24:00:00,6396287.738095373,3260645.3952520285,1.7767465939153813,0.9057348320144524
