Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,5038306.50017398,2512949.0120003475,1.3995295833816612,0.6980413922223188
 08/03  02:00:00,4343779.350631924,2294092.763473079,1.2066053751755346,0.6372479898536331
 08/03  03:00:00,4029307.227063841,2220207.22953521,1.1192520075177337,0.6167242304264472
 08/03  04:00:00,3821471.8862970006,2165347.544008817,1.0615199684158334,0.601485428891338
 08/03  05:00:00,3911001.098095002,2316539.6208246574,1.0863891939152783,0.6434832280068493
 08/03  06:00:00,4430712.556886686,2862156.002834441,1.2307534880240794,0.7950433341206781
 08/03  07:00:00,6956037.385160234,3445295.487749608,1.932232606988954,0.957026524374891
 08/03  08:00:00,6331383.049467221,3832454.012792962,1.7587175137408948,1.064570559109156
 08/03  09:00:00,8206676.754908508,3418967.9146824325,2.2796324319190298,0.949713309634009
 08/03  10:00:00,6851119.667877754,3275642.844506638,1.9030887966327095,0.9099007901407328
 08/03  11:00:00,1668634.5029355828,0.0,0.46350958414877297,0.0
 08/03  12:00:00,0.0,0.0,0.0,0.0
 08/03  13:00:00,0.0,0.0,0.0,0.0
 08/03  14:00:00,480314.3731940297,0.0,0.1334206592205638,0.0
 08/03  15:00:00,2792328.785484189,0.0,0.7756468848567192,0.0
 08/03  16:00:00,1916798.1147707463,0.0,0.5324439207696517,0.0
 08/03  17:00:00,2458892.166295034,0.0,0.6830256017486205,0.0
 08/03  18:00:00,2497717.725636044,0.0,0.6938104793433456,0.0
 08/03  19:00:00,10217738.8310735,5961881.978253314,2.8382607864093057,1.6560783272925872
 08/03  20:00:00,13412860.192806374,5878958.06153572,3.7257944980017705,1.6330439059821444
 08/03  21:00:00,14291970.579749534,5806546.156386869,3.969991827708204,1.6129294878852414
 08/03  22:00:00,10166251.693055991,5315932.545519552,2.823958803626664,1.4766479293109867
 08/03  23:00:00,8124894.45619224,4223630.251844768,2.2569151267200667,1.1732306255124356
 08/03  24:00:00,8036173.337347452,3260645.3952520285,2.232270371485403,0.9057348320144524
