Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4259465.284910583,2512949.0120003475,1.183184801364051,0.6980413922223188
 08/03  02:00:00,3702232.1270927503,2294092.763473079,1.0283978130813196,0.6372479898536331
 08/03  03:00:00,3488611.433976935,2220207.22953521,0.9690587316602598,0.6167242304264472
 08/03  04:00:00,3362794.404091725,2165347.544008817,0.9341095566921459,0.601485428891338
 08/03  05:00:00,3519604.085943696,2316539.620824657,0.9776678016510267,0.6434832280068491
 08/03  06:00:00,4111701.538651468,2862156.0028344407,1.1421393162920745,0.795043334120678
 08/03  07:00:00,6700383.034919748,3445295.487749608,1.86121750969993,0.957026524374891
 08/03  08:00:00,6125283.531834554,3832454.012792962,1.7014676477318205,1.064570559109156
 08/03  09:00:00,7964069.091357361,3418967.914682432,2.2122414142659337,0.9497133096340089
 08/03  10:00:00,6705274.244139854,3275642.844506638,1.862576178927737,0.9099007901407328
 08/03  11:00:00,8841655.457873158,3347535.6362871937,2.456015404964766,0.929871010079776
 08/03  12:00:00,7163933.260833386,3393831.1790581355,1.9899814613426072,0.9427308830717043
 08/03  13:00:00,9161404.883644734,3331429.966215653,2.544834689901315,0.9253972128376814
 08/03  14:00:00,8017255.320094011,3265266.6002387987,2.2270153666927808,0.907018500066333
 08/03  15:00:00,9988994.707191791,3260172.5911784074,2.77472075199772,0.9056034975495576
 08/03  16:00:00,8869180.511674605,3528580.7477419693,2.463661253242946,0.9801613188172137
 08/03  17:00:00,10155920.757066725,4434438.774882606,2.821089099185201,1.2317885485785018
 08/03  18:00:00,12828126.264842931,5561955.818540111,3.563368406900814,1.5449877273722532
 08/03  19:00:00,10484520.507232152,5961881.978253312,2.912366807564487,1.6560783272925867
 08/03  20:00:00,11200325.225802636,5878958.06153572,3.1112014516118434,1.6330439059821444
 08/03  21:00:00,8900373.232255133,5806546.156386869,2.472325897848648,1.6129294878852414
 08/03  22:00:00,8097739.222145939,5315932.545519552,2.24937200615165,1.4766479293109867
 08/03  23:00:00,8325298.400003048,4223630.251844767,2.3125828888897355,1.1732306255124352
 08/03  24:00:00,5246007.146094378,3260645.3952520285,1.4572242072484383,0.9057348320144524
