Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4657281.785868488,2512949.0120003475,1.293689384963469,0.6980413922223188
 08/03  02:00:00,4079020.520640224,2294092.763473079,1.1330612557333957,0.6372479898536331
 08/03  03:00:00,3820465.266924955,2220207.22953521,1.0612403519235987,0.6167242304264472
 08/03  04:00:00,3638852.850160038,2165347.544008817,1.0107924583777883,0.601485428891338
 08/03  05:00:00,3742155.222337096,2316539.6208246574,1.0394875617603045,0.6434832280068493
 08/03  06:00:00,4273034.849584229,2862156.0028344407,1.1869541248845081,0.795043334120678
 08/03  07:00:00,6760629.436430732,3445295.487749608,1.877952621230759,0.957026524374891
 08/03  08:00:00,6095034.60290008,3832454.012792962,1.6930651674722446,1.064570559109156
 08/03  09:00:00,7974066.24881975,3418967.9146824325,2.2150184024499304,0.949713309634009
 08/03  10:00:00,6655537.791020773,3275642.844506638,1.8487604975057703,0.9099007901407328
 08/03  11:00:00,8746246.110590942,3347535.636287194,2.429512808497484,0.9298710100797761
 08/03  12:00:00,7214176.072919704,3393831.179058136,2.003937798033251,0.9427308830717044
 08/03  13:00:00,9141007.047517436,3331429.966215653,2.5391686243103986,0.9253972128376814
 08/03  14:00:00,7884301.203173772,3265266.600238799,2.19008366754827,0.9070185000663331
 08/03  15:00:00,9828946.956779236,3260172.5911784074,2.7302630435497877,0.9056034975495576
 08/03  16:00:00,8726846.696199045,3528580.74774197,2.4241240822775123,0.9801613188172138
 08/03  17:00:00,9872723.03259295,4434438.774882606,2.7424230646091527,1.2317885485785018
 08/03  18:00:00,12642154.613238776,5561955.818540111,3.5117096147885487,1.5449877273722532
 08/03  19:00:00,10595787.081749955,5961881.978253314,2.9432741893749874,1.6560783272925872
 08/03  20:00:00,11524112.883049442,5878958.06153572,3.201142467513734,1.6330439059821444
 08/03  21:00:00,9264130.974896977,5806546.156386869,2.5733697152491604,1.6129294878852414
 08/03  22:00:00,8569498.041995902,5315932.545519552,2.3804161227766394,1.4766479293109867
 08/03  23:00:00,8766916.670998238,4223630.251844768,2.4352546308328438,1.1732306255124356
 08/03  24:00:00,5702907.518285333,3260645.3952520285,1.5841409773014814,0.9057348320144524
