Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4181317.99072993,2512949.0120003475,1.1614772196472027,0.6980413922223188
 08/03  02:00:00,3640001.780859974,2294092.763473079,1.0111116057944374,0.6372479898536331
 08/03  03:00:00,3434030.414975345,2220207.22953521,0.9538973374931514,0.6167242304264472
 08/03  04:00:00,3314101.2013551574,2165347.544008817,0.9205836670430992,0.601485428891338
 08/03  05:00:00,3478849.20696251,2316539.6208246574,0.9663470019340306,0.6434832280068493
 08/03  06:00:00,4074207.708830658,2862156.0028344407,1.1317243635640717,0.795043334120678
 08/03  07:00:00,6597608.153146364,3445295.487749608,1.8326689314295455,0.957026524374891
 08/03  08:00:00,6066361.8435056005,3832454.012792962,1.685100512084889,1.064570559109156
 08/03  09:00:00,7949996.054146504,3418967.9146824325,2.2083322372629177,0.949713309634009
 08/03  10:00:00,6631386.1961056255,3275642.844506638,1.8420517211404515,0.9099007901407328
 08/03  11:00:00,8769969.291528769,3347535.636287194,2.4361025809802137,0.9298710100797761
 08/03  12:00:00,7272451.714900005,3393831.179058136,2.0201254763611125,0.9427308830717044
 08/03  13:00:00,9151957.691414865,3331429.966215653,2.5422104698374626,0.9253972128376814
 08/03  14:00:00,7877115.363126818,3265266.600238799,2.1880876008685606,0.9070185000663331
 08/03  15:00:00,9895045.19566612,3260172.5911784074,2.748623665462811,0.9056034975495576
 08/03  16:00:00,8684401.005803546,3528580.74774197,2.412333612723207,0.9801613188172138
 08/03  17:00:00,9850829.386403438,4434438.774882606,2.736341496223177,1.2317885485785018
 08/03  18:00:00,12560694.334658056,5561955.818540111,3.489081759627238,1.5449877273722532
 08/03  19:00:00,10282486.270581393,5961881.978253314,2.856246186272609,1.6560783272925872
 08/03  20:00:00,11113014.407836163,5878958.06153572,3.0869484466211565,1.6330439059821444
 08/03  21:00:00,8818373.729940133,5806546.156386869,2.4495482583167036,1.6129294878852414
 08/03  22:00:00,8104414.085177261,5315932.545519552,2.2512261347714615,1.4766479293109867
 08/03  23:00:00,8281126.630659016,4223630.251844768,2.3003129529608377,1.1732306255124356
 08/03  24:00:00,5210101.8215177,3260645.3952520285,1.447250505977139,0.9057348320144524
