Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4743877.900457554,2512949.0120003475,1.3177438612382093,0.6980413922223188
 08/03  02:00:00,4150440.760810492,2294092.763473079,1.1529002113362479,0.6372479898536331
 08/03  03:00:00,3884857.296044807,2220207.22953521,1.079127026679113,0.6167242304264472
 08/03  04:00:00,3704461.245606278,2165347.544008817,1.0290170126684106,0.601485428891338
 08/03  05:00:00,3814488.55614761,2316539.620824657,1.059580154485447,0.6434832280068491
 08/03  06:00:00,4350808.823058325,2862156.0028344407,1.2085580064050903,0.795043334120678
 08/03  07:00:00,6843903.642708112,3445295.487749608,1.9010843451966977,0.957026524374891
 08/03  08:00:00,6177776.387739943,3832454.012792962,1.7160489965944288,1.064570559109156
 08/03  09:00:00,8066339.81310929,3418967.914682432,2.2406499480859137,0.9497133096340089
 08/03  10:00:00,6661813.559492968,3275642.844506638,1.8505037665258244,0.9099007901407328
 08/03  11:00:00,1668532.393114627,0.0,0.46348122030961864,0.0
 08/03  12:00:00,0.0,0.0,0.0,0.0
 08/03  13:00:00,0.0,0.0,0.0,0.0
 08/03  14:00:00,654870.9956047733,0.0,0.1819086098902148,0.0
 08/03  15:00:00,2897984.269518165,0.0,0.8049956304217125,0.0
 08/03  16:00:00,1916115.9158568692,0.0,0.5322544210713526,0.0
 08/03  17:00:00,7399191.359578221,4434438.774882606,2.0553309332161724,1.2317885485785018
 08/03  18:00:00,15292185.673277171,5561955.818540111,4.247829353688103,1.5449877273722532
 08/03  19:00:00,15253921.158065738,5961881.978253312,4.237200321684927,1.6560783272925867
 08/03  20:00:00,11366296.80440355,5878958.06153572,3.1573046678898753,1.6330439059821444
 08/03  21:00:00,11769680.905534536,5806546.156386869,3.2693558070929267,1.6129294878852414
 08/03  22:00:00,8938848.581911894,5315932.545519552,2.483013494975526,1.4766479293109867
 08/03  23:00:00,8933486.707234625,4223630.251844767,2.481524085342951,1.1732306255124352
 08/03  24:00:00,5766027.533031023,3260645.3952520285,1.6016743147308397,0.9057348320144524
