Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,6834641.640233695,2512949.0120003475,1.8985115667315817,0.6980413922223188
 08/03  02:00:00,5106469.149039434,2294092.763473079,1.418463652510954,0.6372479898536331
 08/03  03:00:00,4423930.498565773,2220207.22953521,1.2288695829349368,0.6167242304264472
 08/03  04:00:00,3991168.412325325,2165347.544008817,1.1086578923125903,0.601485428891338
 08/03  05:00:00,3956557.3310241313,2316539.620824657,1.0990437030622586,0.6434832280068491
 08/03  06:00:00,4407276.121602388,2862156.0028344407,1.2242433671117745,0.795043334120678
 08/03  07:00:00,6840842.23015091,3445295.487749608,1.9002339528196972,0.957026524374891
 08/03  08:00:00,6129207.582511203,3832454.012792962,1.7025576618086675,1.064570559109156
 08/03  09:00:00,7988534.674851725,3418967.914682432,2.2190374096810346,0.9497133096340089
 08/03  10:00:00,6752143.005886257,3275642.844506638,1.875595279412849,0.9099007901407328
 08/03  11:00:00,8946363.184498515,3347535.6362871937,2.4851008845829208,0.929871010079776
 08/03  12:00:00,7519189.870603642,3393831.1790581355,2.0886638529454564,0.9427308830717043
 08/03  13:00:00,9479060.103811964,3331429.966215653,2.633072251058879,0.9253972128376814
 08/03  14:00:00,8231379.995621181,3265266.6002387987,2.286494443228106,0.907018500066333
 08/03  15:00:00,10164213.662534555,3260172.5911784074,2.8233926840373766,0.9056034975495576
 08/03  16:00:00,9040565.37173747,3528580.7477419693,2.511268158815964,0.9801613188172137
 08/03  17:00:00,10080790.912193226,4434438.774882606,2.8002196978314515,1.2317885485785018
 08/03  18:00:00,12868286.24603971,5561955.818540111,3.5745239572332523,1.5449877273722532
 08/03  19:00:00,10659294.558939908,5961881.978253312,2.9609151552610853,1.6560783272925867
 08/03  20:00:00,0.0,0.0,0.0,0.0
 08/03  21:00:00,7700130.72108222,5806546.156386869,2.1389252003006165,1.6129294878852414
 08/03  22:00:00,0.0,0.0,0.0,0.0
 08/03  23:00:00,4406338.623830621,4223630.251844767,1.2239829510640614,1.1732306255124352
 08/03  24:00:00,8349246.672416581,3260645.3952520285,2.3192351867823837,0.9057348320144524
