Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,5587794.456647279,2512949.0120003475,1.5521651268464662,0.6980413922223188
 08/03  02:00:00,4563066.463975681,2294092.763473079,1.267518462215467,0.6372479898536331
 08/03  03:00:00,3971347.219836684,2220207.22953521,1.10315200551019,0.6167242304264472
 08/03  04:00:00,3579985.363437713,2165347.544008817,0.9944403787326981,0.601485428891338
 08/03  05:00:00,3547435.423200104,2316539.6208246574,0.9853987286666955,0.6434832280068493
 08/03  06:00:00,3973594.488955542,2862156.002834441,1.103776246932095,0.7950433341206781
 08/03  07:00:00,6447076.182148403,3445295.487749608,1.7908544950412228,0.957026524374891
 08/03  08:00:00,5882673.624700477,3832454.012792962,1.6340760068612437,1.064570559109156
 08/03  09:00:00,8309798.513551234,3418967.9146824325,2.3082773648753427,0.949713309634009
 08/03  10:00:00,7643407.878285112,3275642.844506638,2.123168855079198,0.9099007901407328
 08/03  11:00:00,1668451.251835376,0.0,0.46345868106538224,0.0
 08/03  12:00:00,325245.6014690866,0.0,0.09034600040807961,0.0
 08/03  13:00:00,1115712.7253823108,0.0,0.3099202014950863,0.0
 08/03  14:00:00,2180198.275192162,0.0,0.6056106319978228,0.0
 08/03  15:00:00,5069803.55619996,0.0,1.4082787656111002,0.0
 08/03  16:00:00,4322657.41425878,0.0,1.200738170627439,0.0
 08/03  17:00:00,5081950.98890044,0.0,1.4116530524723443,0.0
 08/03  18:00:00,5259786.351717467,0.0,1.461051764365963,0.0
 08/03  19:00:00,12675924.413309311,5961881.978253314,3.521090114808142,1.6560783272925872
 08/03  20:00:00,16127141.218329933,5878958.06153572,4.479761449536093,1.6330439059821444
 08/03  21:00:00,16427396.9086957,5806546.156386869,4.5631658079710276,1.6129294878852414
 08/03  22:00:00,12036409.37239993,5315932.545519552,3.3434470478888696,1.4766479293109867
 08/03  23:00:00,9473192.020133415,4223630.251844768,2.6314422278148375,1.1732306255124356
 08/03  24:00:00,8967522.332546044,3260645.3952520285,2.4909784257072345,0.9057348320144524
