Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4187139.70634552,2512949.0120003475,1.1630943628737556,0.6980413922223188
 08/03  02:00:00,3644508.032747296,2294092.763473079,1.0123633424298044,0.6372479898536331
 08/03  03:00:00,3438006.4653307805,2220207.22953521,0.9550017959252168,0.6167242304264472
 08/03  04:00:00,3317228.54438649,2165347.544008817,0.9214523734406916,0.601485428891338
 08/03  05:00:00,3481066.792289449,2316539.6208246574,0.9669629978581803,0.6434832280068493
 08/03  06:00:00,4076326.11075658,2862156.0028344407,1.1323128085434944,0.795043334120678
 08/03  07:00:00,6677180.475793867,3445295.487749608,1.8547723543871855,0.957026524374891
 08/03  08:00:00,6045345.485659448,3832454.012792962,1.6792626349054023,1.064570559109156
 08/03  09:00:00,7903113.024805937,3418967.9146824325,2.1953091735572046,0.949713309634009
 08/03  10:00:00,6657993.59724625,3275642.844506638,1.8494426659017362,0.9099007901407328
 08/03  11:00:00,8797737.225656342,3347535.636287194,2.4438158960156504,0.9298710100797761
 08/03  12:00:00,7300802.338560788,3393831.179058136,2.028000649600219,0.9427308830717044
 08/03  13:00:00,9181548.559939569,3331429.966215653,2.550430155538769,0.9253972128376814
 08/03  14:00:00,7907949.149136157,3265266.600238799,2.1966525414267104,0.9070185000663331
 08/03  15:00:00,9847597.344993977,3260172.5911784074,2.7354437069427715,0.9056034975495576
 08/03  16:00:00,8709120.92330634,3528580.74774197,2.4192002564739834,0.9801613188172138
 08/03  17:00:00,9902015.380006831,4434438.774882606,2.7505598277796754,1.2317885485785018
 08/03  18:00:00,12518088.25234094,5561955.818540111,3.4772467367613724,1.5449877273722532
 08/03  19:00:00,10332018.23703723,5961881.978253314,2.870005065843675,1.6560783272925872
 08/03  20:00:00,11165356.454367649,5878958.06153572,3.1014879039910137,1.6330439059821444
 08/03  21:00:00,8871646.664268602,5806546.156386869,2.464346295630167,1.6129294878852414
 08/03  22:00:00,8085696.031381185,5315932.545519552,2.2460266753836624,1.4766479293109867
 08/03  23:00:00,8281317.784194157,4223630.251844768,2.3003660511650437,1.1732306255124356
 08/03  24:00:00,5200081.897661625,3260645.3952520285,1.4444671937948959,0.9057348320144524
