Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,6176086.956157364,2512949.0120003475,1.7155797100437122,0.6980413922223188
 08/03  02:00:00,4948382.973785624,2294092.763473079,1.3745508260515622,0.6372479898536331
 08/03  03:00:00,4365973.852880227,2220207.22953521,1.212770514688952,0.6167242304264472
 08/03  04:00:00,4009810.874525569,2165347.544008817,1.1138363540348803,0.601485428891338
 08/03  05:00:00,4005602.097581753,2316539.6208246574,1.1126672493282648,0.6434832280068493
 08/03  06:00:00,4462388.084924165,2862156.002834441,1.239552245812268,0.7950433341206781
 08/03  07:00:00,6947377.832995612,3445295.487749608,1.9298271758321144,0.957026524374891
 08/03  08:00:00,6292255.971074941,3832454.012792962,1.7478488808541501,1.064570559109156
 08/03  09:00:00,8255015.867454364,3418967.9146824325,2.2930599631817676,0.949713309634009
 08/03  10:00:00,6808892.876232576,3275642.844506638,1.8913591322868266,0.9099007901407328
 08/03  11:00:00,1668770.8021302917,0.0,0.46354744503619216,0.0
 08/03  12:00:00,0.0,0.0,0.0,0.0
 08/03  13:00:00,0.0,0.0,0.0,0.0
 08/03  14:00:00,454909.2866673104,0.0,0.12636369074091955,0.0
 08/03  15:00:00,2822221.3290786487,0.0,0.7839503691885136,0.0
 08/03  16:00:00,1953613.0490732344,0.0,0.5426702914092318,0.0
 08/03  17:00:00,2539730.158398786,0.0,0.7054805995552184,0.0
 08/03  18:00:00,2591152.830231665,0.0,0.7197646750643515,0.0
 08/03  19:00:00,1717548.941865072,0.0,0.4770969282958533,0.0
 08/03  20:00:00,2865702.8886203887,0.0,0.7960285801723302,0.0
 08/03  21:00:00,871748.9085484333,0.0,0.24215247459678704,0.0
 08/03  22:00:00,6797127.538957832,5315932.545519552,1.8880909830438424,1.4766479293109867
 08/03  23:00:00,11970604.431985747,4223630.251844768,3.325167897773819,1.1732306255124356
 08/03  24:00:00,8919831.176242467,3260645.3952520285,2.477730882289574,0.9057348320144524
