Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,7039425.425822603,2512949.0120003475,1.9553959516173895,0.6980413922223188
 08/03  02:00:00,6843062.463318506,2294092.763473079,1.9008506842551407,0.6372479898536331
 08/03  03:00:00,5421403.898111407,2220207.22953521,1.5059455272531685,0.6167242304264472
 08/03  04:00:00,4522777.651692674,2165347.544008817,1.256327125470187,0.601485428891338
 08/03  05:00:00,4279175.345056721,2316539.620824657,1.1886598180713115,0.6434832280068491
 08/03  06:00:00,4641602.109824231,2862156.0028344407,1.2893339193956197,0.795043334120678
 08/03  07:00:00,7031542.568377548,3445295.487749608,1.9532062689937633,0.957026524374891
 08/03  08:00:00,6297832.48975202,3832454.012792962,1.7493979138200055,1.064570559109156
 08/03  09:00:00,8069915.765891508,3418967.914682432,2.241643268303197,0.9497133096340089
 08/03  10:00:00,6753219.480340147,3275642.844506638,1.8758943000944854,0.9099007901407328
 08/03  11:00:00,8937100.927515905,3347535.6362871937,2.482528035421085,0.929871010079776
 08/03  12:00:00,7493231.704179993,3393831.1790581355,2.081453251161109,0.9427308830717043
 08/03  13:00:00,9439110.57880958,3331429.966215653,2.6219751607804387,0.9253972128376814
 08/03  14:00:00,8089523.694058146,3265266.6002387987,2.2470899150161516,0.907018500066333
 08/03  15:00:00,0.0,0.0,0.0,0.0
 08/03  16:00:00,1748922.807408673,0.0,0.4858118909468536,0.0
 08/03  17:00:00,887560.4517410016,0.0,0.24654456992805598,0.0
 08/03  18:00:00,1311003.943459749,0.0,0.3641677620721525,0.0
 08/03  19:00:00,1021179.9124320846,0.0,0.28366108678669016,0.0
 08/03  20:00:00,2365757.412331986,0.0,0.657154836758885,0.0
 08/03  21:00:00,501318.3448141679,0.0,0.1392550957817133,0.0
 08/03  22:00:00,390660.41171971103,0.0,0.10851678103325306,0.0
 08/03  23:00:00,246728.52402544348,0.0,0.06853570111817875,0.0
 08/03  24:00:00,5520004.866938433,3260645.3952520285,1.5333346852606757,0.9057348320144524
