Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4866718.983369969,2512949.0120003475,1.3518663842694358,0.6980413922223188
 08/03  02:00:00,4237352.448334153,2294092.763473079,1.1770423467594868,0.6372479898536331
 08/03  03:00:00,3944826.526111977,2220207.22953521,1.095785146142216,0.6167242304264472
 08/03  04:00:00,3744427.37365399,2165347.544008817,1.0401187149038862,0.601485428891338
 08/03  05:00:00,3833074.79497046,2316539.6208246574,1.0647429986029056,0.6434832280068493
 08/03  06:00:00,4348151.943414597,2862156.002834441,1.2078199842818325,0.7950433341206781
 08/03  07:00:00,6861436.575506938,3445295.487749608,1.9059546043074826,0.957026524374891
 08/03  08:00:00,6120375.477067915,3832454.012792962,1.700104299185532,1.064570559109156
 08/03  09:00:00,8088245.386680266,3418967.9146824325,2.2467348296334073,0.949713309634009
 08/03  10:00:00,6722942.647927929,3275642.844506638,1.8674840688688692,0.9099007901407328
 08/03  11:00:00,1668724.6265016594,0.0,0.4635346184726832,0.0
 08/03  12:00:00,0.0,0.0,0.0,0.0
 08/03  13:00:00,0.0,0.0,0.0,0.0
 08/03  14:00:00,407645.9979229498,0.0,0.1132349994230416,0.0
 08/03  15:00:00,2738978.8436398283,0.0,0.760827456566619,0.0
 08/03  16:00:00,1858203.0759746253,0.0,0.5161675211040626,0.0
 08/03  17:00:00,7416433.236531351,4434438.774882606,2.0601203434809308,1.2317885485785018
 08/03  18:00:00,15448789.560859598,5561955.818540111,4.291330433572111,1.5449877273722532
 08/03  19:00:00,15435957.012303732,5961881.978253314,4.287765836751037,1.6560783272925872
 08/03  20:00:00,11524831.818635646,5878958.06153572,3.201342171843235,1.6330439059821444
 08/03  21:00:00,11969420.576415926,5806546.156386869,3.324839049004424,1.6129294878852414
 08/03  22:00:00,9135603.258780502,5315932.545519552,2.537667571883473,1.4766479293109867
 08/03  23:00:00,9314659.514933592,4223630.251844768,2.5874054208148864,1.1732306255124356
 08/03  24:00:00,6078453.093854737,3260645.3952520285,1.6884591927374268,0.9057348320144524
