Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4246841.826052225,2512949.0120003475,1.1796782850145069,0.6980413922223188
 08/03  02:00:00,3696334.59532398,2294092.763473079,1.0267596098122167,0.6372479898536331
 08/03  03:00:00,3480285.1906330315,2220207.22953521,0.9667458862869532,0.6167242304264472
 08/03  04:00:00,3349013.669101668,2165347.544008817,0.9302815747504634,0.601485428891338
 08/03  05:00:00,3502719.687205425,2316539.6208246574,0.9729776908903959,0.6434832280068493
 08/03  06:00:00,4095505.470960586,2862156.0028344407,1.1376404086001628,0.795043334120678
 08/03  07:00:00,6691689.884883751,3445295.487749608,1.858802745801042,0.957026524374891
 08/03  08:00:00,6158426.53347386,3832454.012792962,1.710674037076072,1.064570559109156
 08/03  09:00:00,8120888.371891581,3418967.9146824325,2.255802325525439,0.949713309634009
 08/03  10:00:00,0.0,0.0,0.0,0.0
 08/03  11:00:00,0.0,0.0,0.0,0.0
 08/03  12:00:00,1662782.1527337686,0.0,0.4618839313149357,0.0
 08/03  13:00:00,573554.3071064252,0.0,0.15932064086289588,0.0
 08/03  14:00:00,1311358.586684497,0.0,0.36426627407902695,0.0
 08/03  15:00:00,5820808.9638271285,3260172.5911784074,1.616891378840869,0.9056034975495576
 08/03  16:00:00,14553424.566579873,3528580.74774197,4.042617935161076,0.9801613188172138
 08/03  17:00:00,13079610.32165374,4434438.774882606,3.633225089348261,1.2317885485785018
 08/03  18:00:00,13933669.320849726,5561955.818540111,3.870463700236035,1.5449877273722532
 08/03  19:00:00,11023622.856206706,5961881.978253314,3.062117460057418,1.6560783272925872
 08/03  20:00:00,10742925.448876789,5878958.06153572,2.98414595802133,1.6330439059821444
 08/03  21:00:00,10043345.941912943,5806546.156386869,2.7898183171980397,1.6129294878852414
 08/03  22:00:00,8333325.896321708,5315932.545519552,2.314812748978252,1.4766479293109867
 08/03  23:00:00,8463388.72458174,4223630.251844768,2.3509413123838168,1.1732306255124356
 08/03  24:00:00,5366411.386780335,3260645.3952520285,1.490669829661204,0.9057348320144524
