Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4961743.010939186,2512949.0120003475,1.3782619474831073,0.6980413922223188
 08/03  02:00:00,4191762.161757136,2294092.763473079,1.1643783782658712,0.6372479898536331
 08/03  03:00:00,3823879.821779371,2220207.22953521,1.0621888393831584,0.6167242304264472
 08/03  04:00:00,3574490.335432345,2165347.544008817,0.9929139820645403,0.601485428891338
 08/03  05:00:00,3643597.990489213,2316539.6208246574,1.0121105529136702,0.6434832280068493
 08/03  06:00:00,4157032.1376810847,2862156.0028344407,1.154731149355857,0.795043334120678
 08/03  07:00:00,6461886.406515687,3445295.487749608,1.7949684462543574,0.957026524374891
 08/03  08:00:00,5870983.537955431,3832454.012792962,1.6308287605431753,1.064570559109156
 08/03  09:00:00,7853822.170289786,3418967.9146824325,2.1816172695249403,0.949713309634009
 08/03  10:00:00,6695313.073786693,3275642.844506638,1.8598091871629703,0.9099007901407328
 08/03  11:00:00,1668507.344540454,0.0,0.46347426237234834,0.0
 08/03  12:00:00,0.0,0.0,0.0,0.0
 08/03  13:00:00,496265.4273235312,0.0,0.13785150758986978,0.0
 08/03  14:00:00,1534492.9786486374,0.0,0.4262480496246215,0.0
 08/03  15:00:00,4307372.329618414,0.0,1.1964923137828927,0.0
 08/03  16:00:00,3250044.262341196,0.0,0.9027900728725545,0.0
 08/03  17:00:00,3614347.9893657775,0.0,1.0039855526016048,0.0
 08/03  18:00:00,3556817.1367515884,0.0,0.9880047602087746,0.0
 08/03  19:00:00,2550595.035308032,0.0,0.7084986209188977,0.0
 08/03  20:00:00,10517895.385911202,5878958.06153572,2.9216376071975563,1.6330439059821444
 08/03  21:00:00,13927552.069778468,5806546.156386869,3.868764463827352,1.6129294878852414
 08/03  22:00:00,13650923.072878148,5315932.545519552,3.7919230757994855,1.4766479293109867
 08/03  23:00:00,8466426.85182868,4223630.251844768,2.3517852366190777,1.1732306255124356
 08/03  24:00:00,6432508.515113674,3260645.3952520285,1.7868079208649095,0.9057348320144524
