Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4733973.823550159,2512949.0120003475,1.3149927287639331,0.6980413922223188
 08/03  02:00:00,4141366.579704794,2294092.763473079,1.150379605473554,0.6372479898536331
 08/03  03:00:00,3876978.4351355424,2220207.22953521,1.0769384542043174,0.6167242304264472
 08/03  04:00:00,3690507.8934514336,2165347.544008817,1.0251410815142872,0.601485428891338
 08/03  05:00:00,3789154.613934775,2316539.6208246574,1.0525429483152153,0.6434832280068493
 08/03  06:00:00,4313468.164758328,2862156.002834441,1.1981856013217578,0.7950433341206781
 08/03  07:00:00,6727966.336833794,3445295.487749608,1.8688795380093872,0.957026524374891
 08/03  08:00:00,6083874.913553954,3832454.012792962,1.6899652537649872,1.064570559109156
 08/03  09:00:00,8054987.159616722,3418967.9146824325,2.237496433226867,0.949713309634009
 08/03  10:00:00,6720162.467769844,3275642.844506638,1.8667117966027347,0.9099007901407328
 08/03  11:00:00,8854964.497269798,3347535.636287194,2.4597123603527216,0.9298710100797761
 08/03  12:00:00,7190357.125771987,3393831.179058136,1.9973214238255521,0.9427308830717044
 08/03  13:00:00,9167106.966092736,3331429.966215653,2.5464186016924266,0.9253972128376814
 08/03  14:00:00,7963134.512047273,3265266.600238799,2.2119818089020202,0.9070185000663331
 08/03  15:00:00,9866951.115059927,3260172.5911784074,2.7408197541833133,0.9056034975495576
 08/03  16:00:00,8718733.458600454,3528580.74774197,2.4218704051667928,0.9801613188172138
 08/03  17:00:00,10004933.890803091,4434438.774882606,2.779148303000859,1.2317885485785018
 08/03  18:00:00,12733555.55321053,5561955.818540111,3.537098764780703,1.5449877273722532
 08/03  19:00:00,10715561.382438589,5961881.978253314,2.9765448284551637,1.6560783272925872
 08/03  20:00:00,11506490.210277775,5878958.06153572,3.1962472806327153,1.6330439059821444
 08/03  21:00:00,9372710.478006229,5806546.156386869,2.6035306883350637,1.6129294878852414
 08/03  22:00:00,8610381.864506979,5315932.545519552,2.3917727401408273,1.4766479293109867
 08/03  23:00:00,8994437.843723629,4223630.251844768,2.498454956589897,1.1732306255124356
 08/03  24:00:00,5878397.730909414,3260645.3952520285,1.6328882585859483,0.9057348320144524
