Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4258494.206320133,2512949.0120003475,1.182915057311148,0.6980413922223188
 08/03  02:00:00,3697294.432253247,2294092.763473079,1.0270262311814575,0.6372479898536331
 08/03  03:00:00,3484815.283084815,2220207.22953521,0.9680042453013374,0.6167242304264472
 08/03  04:00:00,3358914.6504905326,2165347.544008817,0.9330318473584813,0.601485428891338
 08/03  05:00:00,3515384.1857625023,2316539.6208246574,0.9764956071562506,0.6434832280068493
 08/03  06:00:00,4109693.071850871,2862156.002834441,1.1415814088474643,0.7950433341206781
 08/03  07:00:00,6743413.765083045,3445295.487749608,1.8731704903008457,0.957026524374891
 08/03  08:00:00,6251437.160647225,3832454.012792962,1.7365103224020069,1.064570559109156
 08/03  09:00:00,8312657.8621693235,3418967.9146824325,2.3090716283803676,0.949713309634009
 08/03  10:00:00,7090767.168145854,3275642.844506638,1.9696575467071817,0.9099007901407328
 08/03  11:00:00,9203620.927561484,3347535.636287194,2.556561368767079,0.9298710100797761
 08/03  12:00:00,7324086.109261135,3393831.179058136,2.0344683636836485,0.9427308830717044
 08/03  13:00:00,9246377.166176096,3331429.966215653,2.568438101715582,0.9253972128376814
 08/03  14:00:00,8018262.225418389,3265266.600238799,2.227295062616219,0.9070185000663331
 08/03  15:00:00,9912057.014477149,3260172.5911784074,2.753349170688097,0.9056034975495576
 08/03  16:00:00,8725351.303069595,3528580.74774197,2.4237086952971096,0.9801613188172138
 08/03  17:00:00,9961310.610436983,4434438.774882606,2.7670307251213844,1.2317885485785018
 08/03  18:00:00,12622994.957260828,5561955.818540111,3.506387488128008,1.5449877273722532
 08/03  19:00:00,10488726.81702702,5961881.978253314,2.9135352269519497,1.6560783272925872
 08/03  20:00:00,11284080.385314863,5878958.06153572,3.134466773698573,1.6330439059821444
 08/03  21:00:00,9023669.694120187,5806546.156386869,2.5065749150333856,1.6129294878852414
 08/03  22:00:00,8236943.837994572,5315932.545519552,2.288039954998492,1.4766479293109867
 08/03  23:00:00,8469165.94797125,4223630.251844768,2.352546096658681,1.1732306255124356
 08/03  24:00:00,5394411.518655489,3260645.3952520285,1.4984476440709693,0.9057348320144524
