Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4650766.523124296,2512949.0120003475,1.291879589756749,0.6980413922223188
 08/03  02:00:00,4074636.062062696,2294092.763473079,1.131843350572971,0.6372479898536331
 08/03  03:00:00,3816945.48432414,2220207.22953521,1.0602626345344834,0.6167242304264472
 08/03  04:00:00,3635994.927320977,2165347.544008817,1.0099985909224938,0.601485428891338
 08/03  05:00:00,3740294.71500842,2316539.6208246574,1.0389707541690056,0.6434832280068493
 08/03  06:00:00,4271563.847302742,2862156.0028344407,1.1865455131396507,0.795043334120678
 08/03  07:00:00,6759593.806122468,3445295.487749608,1.87766494614513,0.957026524374891
 08/03  08:00:00,6094087.994913332,3832454.012792962,1.692802220809259,1.064570559109156
 08/03  09:00:00,7823375.876209168,3418967.9146824325,2.1731599656136575,0.949713309634009
 08/03  10:00:00,6571164.075582,3275642.844506638,1.8253233543283334,0.9099007901407328
 08/03  11:00:00,8736574.104858477,3347535.636287194,2.426826140238466,0.9298710100797761
 08/03  12:00:00,7283816.214645102,3393831.179058136,2.023282281845862,0.9427308830717044
 08/03  13:00:00,9219904.873711832,3331429.966215653,2.5610846871421753,0.9253972128376814
 08/03  14:00:00,7968321.592723726,3265266.600238799,2.2134226646454795,0.9070185000663331
 08/03  15:00:00,9917903.551808072,3260172.5911784074,2.7549732088355756,0.9056034975495576
 08/03  16:00:00,8816209.122105315,3528580.74774197,2.4489469783625877,0.9801613188172138
 08/03  17:00:00,9961441.287406452,4434438.774882606,2.76706702427957,1.2317885485785018
 08/03  18:00:00,12727211.319166273,5561955.818540111,3.535336477546187,1.5449877273722532
 08/03  19:00:00,10609680.860644463,5961881.978253314,2.9471335724012397,1.6560783272925872
 08/03  20:00:00,11532663.73889522,5878958.06153572,3.2035177052486725,1.6330439059821444
 08/03  21:00:00,9270173.601734612,5806546.156386869,2.575048222704059,1.6129294878852414
 08/03  22:00:00,8504693.81808484,5315932.545519552,2.362414949468011,1.4766479293109867
 08/03  23:00:00,8697155.481602436,4223630.251844768,2.415876522667343,1.1732306255124356
 08/03  24:00:00,5629324.732160202,3260645.3952520285,1.5637013144889451,0.9057348320144524
