Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4200079.079089374,2512949.0120003475,1.1666886330803818,0.6980413922223188
 08/03  02:00:00,3653550.088177945,2294092.763473079,1.0148750244938736,0.6372479898536331
 08/03  03:00:00,3445499.830331971,2220207.22953521,0.9570832862033253,0.6167242304264472
 08/03  04:00:00,3322423.6142826346,2165347.544008817,0.9228954484118429,0.601485428891338
 08/03  05:00:00,3484454.6451161504,2316539.620824657,0.9679040680878196,0.6434832280068491
 08/03  06:00:00,4079761.4968236266,2862156.0028344407,1.1332670824510074,0.795043334120678
 08/03  07:00:00,6670817.357068511,3445295.487749608,1.8530048214079196,0.957026524374891
 08/03  08:00:00,6129853.834342372,3832454.012792962,1.7027371762062145,1.064570559109156
 08/03  09:00:00,8094696.510501033,3418967.914682432,2.248526808472509,0.9497133096340089
 08/03  10:00:00,6727359.404289784,3275642.844506638,1.8687109456360511,0.9099007901407328
 08/03  11:00:00,8896752.948817156,3347535.6362871937,2.471320263560321,0.929871010079776
 08/03  12:00:00,7426328.066854425,3393831.1790581355,2.0628689074595625,0.9427308830717043
 08/03  13:00:00,9322733.808743458,3331429.966215653,2.589648280206516,0.9253972128376814
 08/03  14:00:00,8206505.083321528,3265266.6002387987,2.279584745367091,0.907018500066333
 08/03  15:00:00,10139075.075641591,3260172.5911784074,2.816409743233775,0.9056034975495576
 08/03  16:00:00,8979573.696407927,3528580.7477419693,2.4943260267799796,0.9801613188172137
 08/03  17:00:00,10045074.752645712,4434438.774882606,2.7902985424015867,1.2317885485785018
 08/03  18:00:00,12734129.44592419,5561955.818540111,3.5372581794233864,1.5449877273722532
 08/03  19:00:00,10443434.81271343,5961881.978253312,2.9009541146426194,1.6560783272925867
 08/03  20:00:00,11278451.769205716,5878958.06153572,3.1329032692238097,1.6330439059821444
 08/03  21:00:00,8986523.464713318,5806546.156386869,2.496256517975922,1.6129294878852414
 08/03  22:00:00,8199431.255517943,5315932.545519552,2.2776197931994284,1.4766479293109867
 08/03  23:00:00,8395688.838360671,4223630.251844767,2.33213578843352,1.1732306255124352
 08/03  24:00:00,5312941.611358207,3260645.3952520285,1.4758171142661685,0.9057348320144524
