Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,5606668.092806011,2512949.0120003475,1.5574078035572254,0.6980413922223188
 08/03  02:00:00,4576228.190222798,2294092.763473079,1.2711744972841106,0.6372479898536331
 08/03  03:00:00,3980921.257349325,2220207.22953521,1.1058114603748124,0.6167242304264472
 08/03  04:00:00,3587155.3683008403,2165347.544008817,0.9964320467502334,0.601485428891338
 08/03  05:00:00,3552891.134224007,2316539.6208246574,0.9869142039511131,0.6434832280068493
 08/03  06:00:00,3977795.456689887,2862156.002834441,1.1049431824138576,0.7950433341206781
 08/03  07:00:00,6451147.233749315,3445295.487749608,1.7919853427081431,0.957026524374891
 08/03  08:00:00,5805235.972347703,3832454.012792962,1.612565547874362,1.064570559109156
 08/03  09:00:00,1682059.2936605546,0.0,0.4672386926834874,0.0
 08/03  10:00:00,0.0,0.0,0.0,0.0
 08/03  11:00:00,247461.6798831408,0.0,0.06873935552309467,0.0
 08/03  12:00:00,1471999.0403098965,0.0,0.4088886223083046,0.0
 08/03  13:00:00,3367457.665935145,0.0,0.935404907204207,0.0
 08/03  14:00:00,2952872.9896947164,0.0,0.8202424971374213,0.0
 08/03  15:00:00,4000105.8576894174,0.0,1.1111405160248382,0.0
 08/03  16:00:00,4744183.80004714,0.0,1.3178288333464276,0.0
 08/03  17:00:00,5381155.701807489,0.0,1.4947654727243025,0.0
 08/03  18:00:00,7134781.422431901,0.0,1.981883728453306,0.0
 08/03  19:00:00,11293795.3732988,5961881.978253314,3.1371653814718887,1.6560783272925872
 08/03  20:00:00,18104907.60724959,5878958.06153572,5.029141002013775,1.6330439059821444
 08/03  21:00:00,15006643.367121529,5806546.156386869,4.168512046422647,1.6129294878852414
 08/03  22:00:00,13813658.506714497,5315932.545519552,3.8371273629762492,1.4766479293109867
 08/03  23:00:00,9530464.931648746,4223630.251844768,2.6473513699024296,1.1732306255124356
 08/03  24:00:00,7339017.83681639,3260645.3952520285,2.0386160657823305,0.9057348320144524
