Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep) ,Electricity:Facility [kWh](TimeStep),Electricity:Building [kWh](TimeStep)
 08/03  01:00:00,4197279.173706475,2512949.0120003475,1.1659108815851318,0.6980413922223188
 08/03  02:00:00,3654714.068637272,2294092.763473079,1.0151983523992423,0.6372479898536331
 08/03  03:00:00,3445999.231331983,2220207.22953521,0.9572220087033286,0.6167242304264472
 08/03  04:00:00,3323812.514775684,2165347.544008817,0.9232812541043567,0.601485428891338
 08/03  05:00:00,3486518.9102773266,2316539.620824657,0.9684774750770352,0.6434832280068491
 08/03  06:00:00,4079701.6385487327,2862156.0028344407,1.1332504551524258,0.795043334120678
 08/03  07:00:00,6660960.249159537,3445295.487749608,1.8502667358776492,0.957026524374891
 08/03  08:00:00,6110971.818455702,3832454.012792962,1.6974921717932505,1.064570559109156
 08/03  09:00:00,8074787.062356522,3418967.914682432,2.2429964062101453,0.9497133096340089
 08/03  10:00:00,6713918.91089925,3275642.844506638,1.8649774752497916,0.9099007901407328
 08/03  11:00:00,8889137.426423848,3347535.6362871937,2.469204840673291,0.929871010079776
 08/03  12:00:00,7423603.580002055,3393831.1790581355,2.0621121055561265,0.9427308830717043
 08/03  13:00:00,9404108.766525855,3331429.966215653,2.612252435146071,0.9253972128376814
 08/03  14:00:00,8130738.659006394,3265266.6002387987,2.258538516390665,0.907018500066333
 08/03  15:00:00,10047886.381825566,3260172.5911784074,2.7910795505071015,0.9056034975495576
 08/03  16:00:00,8888124.438525105,3528580.7477419693,2.4689234551458625,0.9801613188172137
 08/03  17:00:00,9960442.619757948,4434438.774882606,2.76678961659943,1.2317885485785018
 08/03  18:00:00,12643160.62520713,5561955.818540111,3.5119890625575363,1.5449877273722532
 08/03  19:00:00,10295762.66625376,5961881.978253312,2.8599340739593777,1.6560783272925867
 08/03  20:00:00,11131511.120847702,5878958.06153572,3.092086422457695,1.6330439059821444
 08/03  21:00:00,8835586.252730362,5806546.156386869,2.454329514647323,1.6129294878852414
 08/03  22:00:00,8120524.198749253,5315932.545519552,2.255701166319237,1.4766479293109867
 08/03  23:00:00,8298003.581829399,4223630.251844767,2.3050009949526107,1.1732306255124352
 08/03  24:00:00,5227314.457399217,3260645.3952520285,1.4520317937220049,0.9057348320144524
