Time,Load,Year,Month,Day,Hour,Quarter,Day of week,Weekday,Day of year,Holiday,EV,Week,Base_load,dif,charging,occ
2018-08-01 12:00:00,6.1836,2018,8,1,12,3,2,1.0,213,False,1,0,6.1836,0.0,0.0,1.0
2018-08-01 13:00:00,4.587,2018,8,1,13,3,2,1.0,213,False,1,0,4.587,0.0,0.0,1.0
2018-08-01 14:00:00,4.4268,2018,8,1,14,3,2,1.0,213,False,1,0,4.4268,0.0,0.0,1.0
2018-08-01 15:00:00,6.4038,2018,8,1,15,3,2,1.0,213,False,1,0,6.4038,0.0,0.0,1.0
2018-08-01 16:00:00,6.2412,2018,8,1,16,3,2,1.0,213,False,1,0,6.2412,0.0,0.0,1.0
2018-08-01 17:00:00,4.9428,2018,8,1,17,3,2,1.0,213,False,1,0,4.9428,0.0,0.0,1.0
2018-08-01 18:00:00,3.87,2018,8,1,18,3,2,1.0,213,False,1,0,3.87,0.0,0.0,1.0
2018-08-01 19:00:00,6.3426,2018,8,1,19,3,2,1.0,213,False,1,0,0.2389280103264495,6.1036719896735505,1.0,1.0
2018-08-01 20:00:00,2.601,2018,8,1,20,3,2,1.0,213,False,1,0,2.601,0.0,0.0,1.0
2018-08-01 21:00:00,2.5638,2018,8,1,21,3,2,1.0,213,False,1,0,2.5638,0.0,0.0,1.0
2018-08-01 22:00:00,5.3028,2018,8,1,22,3,2,1.0,213,False,1,0,5.3028,0.0,0.0,1.0
2018-08-01 23:00:00,10.122,2018,8,1,23,3,2,1.0,213,False,1,0,3.5921294031007878,6.529870596899212,1.0,1.0
2018-08-02 00:00:00,12.3204,2018,8,2,0,3,3,1.0,214,False,1,0,5.685261617313309,6.635138382686691,1.0,1.0
2018-08-02 01:00:00,10.1574,2018,8,2,1,3,3,1.0,214,False,1,0,3.010066430887111,7.14733356911289,1.0,1.0
2018-08-02 02:00:00,12.21,2018,8,2,2,3,3,1.0,214,False,1,0,6.098931451576482,6.1110685484235185,1.0,1.0
2018-08-02 03:00:00,10.152,2018,8,2,3,3,3,1.0,214,False,1,0,4.095507188129804,6.0564928118701955,1.0,1.0
2018-08-02 04:00:00,9.3606,2018,8,2,4,3,3,1.0,214,False,1,0,2.514500773179355,6.846099226820645,1.0,1.0
2018-08-02 05:00:00,1.5192,2018,8,2,5,3,3,1.0,214,False,1,0,1.5192,0.0,0.0,1.0
2018-08-02 06:00:00,2.3778,2018,8,2,6,3,3,1.0,214,False,1,0,2.3778,0.0,0.0,1.0
2018-08-02 07:00:00,3.0492,2018,8,2,7,3,3,1.0,214,False,1,0,3.0492,0.0,0.0,1.0
2018-08-02 08:00:00,5.3814,2018,8,2,8,3,3,1.0,214,False,1,0,5.3814,0.0,0.0,1.0
2018-08-02 09:00:00,10.7766,2018,8,2,9,3,3,1.0,214,False,1,0,4.242037143627088,6.534562856372912,1.0,1.0
2018-08-02 10:00:00,8.9208,2018,8,2,10,3,3,1.0,214,False,1,0,1.777122683696846,7.143677316303154,1.0,1.0
2018-08-02 11:00:00,4.836,2018,8,2,11,3,3,1.0,214,False,1,0,4.836,0.0,0.0,1.0
