Time,Load,Year,Month,Day,Hour,Quarter,Day of week,Weekday,Day of year,Holiday,EV,Week,Base_load,dif,charging,occ
2018-08-01 12:00:00,7.329,2018,8,1,12,3,2,1.0,213,False,1,0,1.3101814313015003,6.018818568698499,1.0,1.0
2018-08-01 13:00:00,7.221,2018,8,1,13,3,2,1.0,213,False,1,0,1.061764088133768,6.159235911866232,1.0,1.0
2018-08-01 14:00:00,7.441,2018,8,1,14,3,2,1.0,213,False,1,0,0.280054124064085,7.160945875935915,1.0,1.0
2018-08-01 15:00:00,7.529,2018,8,1,15,3,2,1.0,213,False,1,0,0.9486879424696132,6.580312057530387,1.0,1.0
2018-08-01 16:00:00,8.726,2018,8,1,16,3,2,1.0,213,False,1,0,2.329575265068529,6.396424734931472,1.0,1.0
2018-08-01 17:00:00,8.142,2018,8,1,17,3,2,1.0,213,False,1,0,1.2872973806859696,6.85470261931403,1.0,1.0
2018-08-01 18:00:00,8.033,2018,8,1,18,3,2,1.0,213,False,1,0,1.3670339633992148,6.665966036600785,1.0,1.0
2018-08-01 19:00:00,8.002001,2018,8,1,19,3,2,1.0,213,False,1,0,1.581657526670586,6.420343473329414,1.0,1.0
2018-08-01 20:00:00,6.842,2018,8,1,20,3,2,1.0,213,False,1,0,0.3512491639437227,6.490750836056277,1.0,1.0
2018-08-01 21:00:00,6.494,2018,8,1,21,3,2,1.0,213,False,1,0,0.4577873368481819,6.036212663151818,1.0,1.0
2018-08-01 22:00:00,5.645,2018,8,1,22,3,2,1.0,213,False,1,0,5.645,0.0,0.0,1.0
2018-08-01 23:00:00,6.707,2018,8,1,23,3,2,1.0,213,False,1,0,6.707,0.0,0.0,1.0
2018-08-02 00:00:00,8.828001,2018,8,2,0,3,3,1.0,214,False,1,0,1.9693512593892957,6.858649740610705,1.0,1.0
2018-08-02 01:00:00,6.038,2018,8,2,1,3,3,1.0,214,False,1,0,6.038,0.0,0.0,1.0
2018-08-02 02:00:00,6.344,2018,8,2,2,3,3,1.0,214,False,1,0,6.344,0.0,0.0,1.0
2018-08-02 03:00:00,5.797,2018,8,2,3,3,3,1.0,214,False,1,0,5.797,0.0,0.0,1.0
2018-08-02 04:00:00,5.918,2018,8,2,4,3,3,1.0,214,False,1,0,5.918,0.0,0.0,1.0
2018-08-02 05:00:00,5.43,2018,8,2,5,3,3,1.0,214,False,1,0,5.43,0.0,0.0,1.0
2018-08-02 06:00:00,4.498,2018,8,2,6,3,3,1.0,214,False,1,0,4.498,0.0,0.0,1.0
2018-08-02 07:00:00,4.601,2018,8,2,7,3,3,1.0,214,False,1,0,4.601,0.0,0.0,0.0
2018-08-02 08:00:00,4.465,2018,8,2,8,3,3,1.0,214,False,1,0,4.465,0.0,0.0,0.0
2018-08-02 09:00:00,4.485,2018,8,2,9,3,3,1.0,214,False,1,0,4.485,0.0,0.0,0.0
2018-08-02 10:00:00,4.908,2018,8,2,10,3,3,1.0,214,False,1,0,4.908,0.0,0.0,0.0
2018-08-02 11:00:00,6.003,2018,8,2,11,3,3,1.0,214,False,1,0,6.003,0.0,0.0,1.0
