Time,Load,Year,Month,Day,Hour,Quarter,Day of week,Weekday,Day of year,Holiday,EV,Week,Base_load,dif,charging,occ
2018-08-01 12:00:00,5.046,2018,8,1,12,3,2,1.0,213,False,1,0,5.046,0.0,0.0,1.0
2018-08-01 13:00:00,6.177,2018,8,1,13,3,2,1.0,213,False,1,0,6.177,0.0,0.0,1.0
2018-08-01 14:00:00,7.756,2018,8,1,14,3,2,1.0,213,False,1,0,0.9162189188423308,6.839781081157669,1.0,1.0
2018-08-01 15:00:00,7.639,2018,8,1,15,3,2,1.0,213,False,1,0,0.8922006760676799,6.74679932393232,1.0,1.0
2018-08-01 16:00:00,8.702001,2018,8,1,16,3,2,1.0,213,False,1,0,2.4336085066260638,6.268392493373936,1.0,1.0
2018-08-01 17:00:00,7.779,2018,8,1,17,3,2,1.0,213,False,1,0,0.6372337873656484,7.1417662126343515,1.0,1.0
2018-08-01 18:00:00,6.787,2018,8,1,18,3,2,1.0,213,False,1,0,6.787,0.0,0.0,1.0
2018-08-01 19:00:00,7.933,2018,8,1,19,3,2,1.0,213,False,1,0,1.1969662288038538,6.736033771196146,1.0,1.0
2018-08-01 20:00:00,7.865,2018,8,1,20,3,2,1.0,213,False,1,0,1.7070277500655422,6.157972249934458,1.0,1.0
2018-08-01 21:00:00,5.597,2018,8,1,21,3,2,1.0,213,False,1,0,5.597,0.0,0.0,1.0
2018-08-01 22:00:00,16.323,2018,8,1,22,3,2,1.0,213,False,1,0,9.215749113177171,7.107250886822829,1.0,1.0
2018-08-01 23:00:00,13.584,2018,8,1,23,3,2,1.0,213,False,1,0,7.371673414356611,6.212326585643389,1.0,1.0
2018-08-02 00:00:00,5.073,2018,8,2,0,3,3,1.0,214,False,1,0,5.073,0.0,0.0,1.0
2018-08-02 01:00:00,5.272,2018,8,2,1,3,3,1.0,214,False,1,0,5.272,0.0,0.0,1.0
2018-08-02 02:00:00,5.177,2018,8,2,2,3,3,1.0,214,False,1,0,5.177,0.0,0.0,1.0
2018-08-02 03:00:00,3.516,2018,8,2,3,3,3,1.0,214,False,1,0,3.516,0.0,0.0,1.0
2018-08-02 04:00:00,2.904,2018,8,2,4,3,3,1.0,214,False,1,0,2.904,0.0,0.0,1.0
2018-08-02 05:00:00,3.624,2018,8,2,5,3,3,1.0,214,False,1,0,3.624,0.0,0.0,1.0
2018-08-02 06:00:00,5.768,2018,8,2,6,3,3,1.0,214,False,1,0,5.768,0.0,0.0,1.0
2018-08-02 07:00:00,3.198,2018,8,2,7,3,3,1.0,214,False,1,0,3.198,0.0,0.0,0.0
2018-08-02 08:00:00,2.67,2018,8,2,8,3,3,1.0,214,False,1,0,2.67,0.0,0.0,0.0
2018-08-02 09:00:00,3.076,2018,8,2,9,3,3,1.0,214,False,1,0,3.076,0.0,0.0,0.0
2018-08-02 10:00:00,2.993,2018,8,2,10,3,3,1.0,214,False,1,0,2.993,0.0,0.0,0.0
2018-08-02 11:00:00,3.488,2018,8,2,11,3,3,1.0,214,False,1,0,3.488,0.0,0.0,0.0
