Time,Load,Year,Month,Day,Hour,Quarter,Day of week,Weekday,Day of year,Holiday,EV,Week,Base_load,dif,charging,occ
2018-08-01 12:00:00,5.17,2018,8,1,12,3,2,1.0,213,False,1,0,5.17,0.0,0.0,1.0
2018-08-01 13:00:00,5.96,2018,8,1,13,3,2,1.0,213,False,1,0,5.96,0.0,0.0,1.0
2018-08-01 14:00:00,6.14,2018,8,1,14,3,2,1.0,213,False,1,0,0.0093814665233251,6.1306185334766745,1.0,1.0
2018-08-01 15:00:00,8.37,2018,8,1,15,3,2,1.0,213,False,1,0,1.5511224075852077,6.8188775924147915,1.0,1.0
2018-08-01 16:00:00,6.53,2018,8,1,16,3,2,1.0,213,False,1,0,6.53,0.0,0.0,1.0
2018-08-01 17:00:00,8.29,2018,8,1,17,3,2,1.0,213,False,1,0,2.085908739105256,6.204091260894743,1.0,1.0
2018-08-01 18:00:00,5.97,2018,8,1,18,3,2,1.0,213,False,1,0,5.97,0.0,0.0,1.0
2018-08-01 19:00:00,6.96,2018,8,1,19,3,2,1.0,213,False,1,0,0.0525606851240336,6.907439314875966,1.0,1.0
2018-08-01 20:00:00,6.28,2018,8,1,20,3,2,1.0,213,False,1,0,6.28,0.0,0.0,1.0
2018-08-01 21:00:00,8.179999,2018,8,1,21,3,2,1.0,213,False,1,0,1.6834777582281344,6.496521241771866,1.0,1.0
2018-08-01 22:00:00,8.160001,2018,8,1,22,3,2,1.0,213,False,1,0,1.1395472998827083,7.020453700117291,1.0,1.0
2018-08-01 23:00:00,6.33,2018,8,1,23,3,2,1.0,213,False,1,0,6.33,0.0,0.0,1.0
2018-08-02 00:00:00,4.71,2018,8,2,0,3,3,1.0,214,False,1,0,4.71,0.0,0.0,1.0
2018-08-02 01:00:00,4.23,2018,8,2,1,3,3,1.0,214,False,1,0,4.23,0.0,0.0,1.0
2018-08-02 02:00:00,4.39,2018,8,2,2,3,3,1.0,214,False,1,0,4.39,0.0,0.0,1.0
2018-08-02 03:00:00,3.33,2018,8,2,3,3,3,1.0,214,False,1,0,3.33,0.0,0.0,1.0
2018-08-02 04:00:00,3.29,2018,8,2,4,3,3,1.0,214,False,1,0,3.29,0.0,0.0,1.0
2018-08-02 05:00:00,3.14,2018,8,2,5,3,3,1.0,214,False,1,0,3.14,0.0,0.0,1.0
2018-08-02 06:00:00,3.28,2018,8,2,6,3,3,1.0,214,False,1,0,3.28,0.0,0.0,1.0
2018-08-02 07:00:00,2.96,2018,8,2,7,3,3,1.0,214,False,1,0,2.96,0.0,0.0,1.0
2018-08-02 08:00:00,1.93,2018,8,2,8,3,3,1.0,214,False,1,0,1.93,0.0,0.0,1.0
2018-08-02 09:00:00,1.54,2018,8,2,9,3,3,1.0,214,False,1,0,1.54,0.0,0.0,1.0
2018-08-02 10:00:00,1.45,2018,8,2,10,3,3,1.0,214,False,1,0,1.45,0.0,0.0,0.0
2018-08-02 11:00:00,2.26,2018,8,2,11,3,3,1.0,214,False,1,0,2.26,0.0,0.0,0.0
